2026-07-01 01:24:28 | INFO     | YouTubeLiveNotifier.StateManager         | No state file found — starting with default state.
2026-07-01 01:32:11 | INFO     | YouTubeLiveNotifier                      |   Restored state  : is_live=False, video_id=None, message_id=None
2026-07-01 01:32:11 | INFO     | YouTubeLiveNotifier                      | =================================================================
2026-07-01 01:33:36 | INFO     | YouTubeLiveNotifier                      | Bot stopped by user (Ctrl+C). Goodbye!
2026-07-01 01:33:50 | INFO     | YouTubeLiveNotifier.StateManager         | No state file found — starting with default state.
2026-07-01 01:33:50 | INFO     | YouTubeLiveNotifier                      | =================================================================
2026-07-01 01:33:50 | INFO     | YouTubeLiveNotifier                      |   YouTube Live Notifier — Started
2026-07-01 01:33:50 | INFO     | YouTubeLiveNotifier                      |   Channel ID      : UCrMGi1oYELKLGp5GgQajmWA
2026-07-01 01:33:50 | INFO     | YouTubeLiveNotifier                      |   Channel name    : 42Level
2026-07-01 01:33:50 | INFO     | YouTubeLiveNotifier                      |   Check interval  : 5s
2026-07-01 01:33:50 | INFO     | YouTubeLiveNotifier                      |   Retry delay     : 5s
2026-07-01 01:33:50 | INFO     | YouTubeLiveNotifier                      |   Restored state  : is_live=False, video_id=None, message_id=None
2026-07-01 01:33:50 | INFO     | YouTubeLiveNotifier                      | =================================================================
2026-07-01 01:36:38 | INFO     | YouTubeLiveNotifier                      | Bot stopped by user (Ctrl+C). Goodbye!
2026-07-01 01:36:40 | INFO     | YouTubeLiveNotifier.StateManager         | No state file found — starting with default state.
2026-07-01 01:36:40 | INFO     | YouTubeLiveNotifier                      | =================================================================
2026-07-01 01:36:40 | INFO     | YouTubeLiveNotifier                      |   YouTube Live Notifier — Started
2026-07-01 01:36:40 | INFO     | YouTubeLiveNotifier                      |   Channel ID      : UCrMGi1oYELKLGp5GgQajmWA
2026-07-01 01:36:40 | INFO     | YouTubeLiveNotifier                      |   Channel name    : 42Level
2026-07-01 01:36:40 | INFO     | YouTubeLiveNotifier                      |   Check interval  : 5s
2026-07-01 01:36:40 | INFO     | YouTubeLiveNotifier                      |   Retry delay     : 5s
2026-07-01 01:36:40 | INFO     | YouTubeLiveNotifier                      |   Restored state  : is_live=False, video_id=None, message_id=None
2026-07-01 01:36:40 | INFO     | YouTubeLiveNotifier                      | =================================================================
2026-07-01 01:41:06 | INFO     | YouTubeLiveNotifier                      | Bot stopped by user (Ctrl+C). Goodbye!
2026-07-01 01:49:55 | INFO     | YouTubeLiveNotifier.StateManager         | No state file found — starting with default state.
2026-07-01 01:49:55 | INFO     | YouTubeLiveNotifier                      | =================================================================
2026-07-01 01:49:55 | INFO     | YouTubeLiveNotifier                      |   YouTube Live Notifier — Started
2026-07-01 01:49:55 | INFO     | YouTubeLiveNotifier                      |   Channel ID      : UCrMGi1oYELKLGp5GgQajmWA
2026-07-01 01:49:55 | INFO     | YouTubeLiveNotifier                      |   Channel name    : 42Level
2026-07-01 01:49:55 | INFO     | YouTubeLiveNotifier                      |   Check interval  : 5s
2026-07-01 01:49:55 | INFO     | YouTubeLiveNotifier                      |   Retry delay     : 5s
2026-07-01 01:49:55 | INFO     | YouTubeLiveNotifier                      |   Restored state  : is_live=False, video_id=None, message_id=None
2026-07-01 01:49:55 | INFO     | YouTubeLiveNotifier                      | =================================================================
2026-07-01 01:50:06 | ERROR    | YouTubeLiveNotifier.YouTube              | YouTube API error 403: The authenticated user cannot act on behalf of the specified Google account.
2026-07-01 01:50:06 | WARNING  | YouTubeLiveNotifier                      | Error in check cycle: HTTPError: 403 Client Error: Forbidden for url: https://www.googleapis.com/youtube/v3/search?part=id%2Csnippet&channelId=UCrMGi1oYELKLGp5GgQajmWA&eventType=live&type=video&maxResults=1&key=AIzaSyA5QuFb5a8lg7H2o9JioqDG6fXTcial2TQ. Retrying in 5s …
2026-07-01 01:50:12 | ERROR    | YouTubeLiveNotifier.YouTube              | YouTube API error 403: The authenticated user cannot act on behalf of the specified Google account.
2026-07-01 01:50:12 | WARNING  | YouTubeLiveNotifier                      | Error in check cycle: HTTPError: 403 Client Error: Forbidden for url: https://www.googleapis.com/youtube/v3/search?part=id%2Csnippet&channelId=UCrMGi1oYELKLGp5GgQajmWA&eventType=live&type=video&maxResults=1&key=AIzaSyA5QuFb5a8lg7H2o9JioqDG6fXTcial2TQ. Retrying in 5s …
2026-07-01 01:50:22 | ERROR    | YouTubeLiveNotifier.YouTube              | YouTube API error 403: The authenticated user cannot act on behalf of the specified Google account.
2026-07-01 01:50:22 | WARNING  | YouTubeLiveNotifier                      | Error in check cycle: HTTPError: 403 Client Error: Forbidden for url: https://www.googleapis.com/youtube/v3/search?part=id%2Csnippet&channelId=UCrMGi1oYELKLGp5GgQajmWA&eventType=live&type=video&maxResults=1&key=AIzaSyA5QuFb5a8lg7H2o9JioqDG6fXTcial2TQ. Retrying in 5s …
2026-07-01 01:50:28 | INFO     | YouTubeLiveNotifier.YouTube              | Live stream detected: 'TEST' (video_id=Hn2bk8A6U3A)
2026-07-01 01:50:28 | INFO     | YouTubeLiveNotifier                      | [TRANSITION] Offline → Live (video_id=Hn2bk8A6U3A, title='TEST')
2026-07-01 01:50:31 | INFO     | YouTubeLiveNotifier.Telegram             | Message sent → message_id=3
2026-07-01 01:50:31 | INFO     | YouTubeLiveNotifier.StateManager         | State → LIVE | video_id=Hn2bk8A6U3A | message_id=3
2026-07-01 01:50:31 | INFO     | YouTubeLiveNotifier                      | Live notification sent. URL=https://www.youtube.com/watch?v=Hn2bk8A6U3A | TG message_id=3
2026-07-01 01:55:44 | INFO     | YouTubeLiveNotifier.YouTube              | videos.list → video Hn2bk8A6U3A is no longer live (liveBroadcastContent='none').
2026-07-01 01:55:44 | INFO     | YouTubeLiveNotifier                      | [TRANSITION] Live → Offline
2026-07-01 01:55:44 | INFO     | YouTubeLiveNotifier.Telegram             | Message deleted → message_id=3
2026-07-01 01:55:44 | INFO     | YouTubeLiveNotifier                      | Live-start message deleted (TG message_id=3).
2026-07-01 01:55:44 | INFO     | YouTubeLiveNotifier.Telegram             | Message sent → message_id=4
2026-07-01 01:55:44 | INFO     | YouTubeLiveNotifier                      | Live-end notification sent (TG message_id=4).
2026-07-01 01:55:44 | INFO     | YouTubeLiveNotifier.StateManager         | State → OFFLINE
2026-07-01 01:56:00 | ERROR    | YouTubeLiveNotifier.YouTube              | YouTube API error 403: The authenticated user cannot act on behalf of the specified Google account.
2026-07-01 01:56:00 | WARNING  | YouTubeLiveNotifier                      | Error in check cycle: HTTPError: 403 Client Error: Forbidden for url: https://www.googleapis.com/youtube/v3/search?part=id%2Csnippet&channelId=UCrMGi1oYELKLGp5GgQajmWA&eventType=live&type=video&maxResults=1&key=AIzaSyA5QuFb5a8lg7H2o9JioqDG6fXTcial2TQ. Retrying in 5s …
2026-07-01 01:56:10 | ERROR    | YouTubeLiveNotifier.YouTube              | YouTube API error 403: The authenticated user cannot act on behalf of the specified Google account.
2026-07-01 01:56:10 | WARNING  | YouTubeLiveNotifier                      | Error in check cycle: HTTPError: 403 Client Error: Forbidden for url: https://www.googleapis.com/youtube/v3/search?part=id%2Csnippet&channelId=UCrMGi1oYELKLGp5GgQajmWA&eventType=live&type=video&maxResults=1&key=AIzaSyA5QuFb5a8lg7H2o9JioqDG6fXTcial2TQ. Retrying in 5s …
2026-07-01 01:56:16 | ERROR    | YouTubeLiveNotifier.YouTube              | YouTube API error 403: The authenticated user cannot act on behalf of the specified Google account.
2026-07-01 01:56:16 | WARNING  | YouTubeLiveNotifier                      | Error in check cycle: HTTPError: 403 Client Error: Forbidden for url: https://www.googleapis.com/youtube/v3/search?part=id%2Csnippet&channelId=UCrMGi1oYELKLGp5GgQajmWA&eventType=live&type=video&maxResults=1&key=AIzaSyA5QuFb5a8lg7H2o9JioqDG6fXTcial2TQ. Retrying in 5s …
2026-07-01 01:56:21 | ERROR    | YouTubeLiveNotifier.YouTube              | YouTube API error 403: The authenticated user cannot act on behalf of the specified Google account.
2026-07-01 01:56:21 | WARNING  | YouTubeLiveNotifier                      | Error in check cycle: HTTPError: 403 Client Error: Forbidden for url: https://www.googleapis.com/youtube/v3/search?part=id%2Csnippet&channelId=UCrMGi1oYELKLGp5GgQajmWA&eventType=live&type=video&maxResults=1&key=AIzaSyA5QuFb5a8lg7H2o9JioqDG6fXTcial2TQ. Retrying in 5s …
2026-07-01 01:56:26 | ERROR    | YouTubeLiveNotifier.YouTube              | YouTube API error 403: The authenticated user cannot act on behalf of the specified Google account.
2026-07-01 01:56:26 | WARNING  | YouTubeLiveNotifier                      | Error in check cycle: HTTPError: 403 Client Error: Forbidden for url: https://www.googleapis.com/youtube/v3/search?part=id%2Csnippet&channelId=UCrMGi1oYELKLGp5GgQajmWA&eventType=live&type=video&maxResults=1&key=AIzaSyA5QuFb5a8lg7H2o9JioqDG6fXTcial2TQ. Retrying in 5s …
2026-07-01 01:56:36 | ERROR    | YouTubeLiveNotifier.YouTube              | YouTube API error 403: The authenticated user cannot act on behalf of the specified Google account.
2026-07-01 01:56:36 | WARNING  | YouTubeLiveNotifier                      | Error in check cycle: HTTPError: 403 Client Error: Forbidden for url: https://www.googleapis.com/youtube/v3/search?part=id%2Csnippet&channelId=UCrMGi1oYELKLGp5GgQajmWA&eventType=live&type=video&maxResults=1&key=AIzaSyA5QuFb5a8lg7H2o9JioqDG6fXTcial2TQ. Retrying in 5s …
2026-07-01 01:56:47 | ERROR    | YouTubeLiveNotifier.YouTube              | YouTube API error 403: The authenticated user cannot act on behalf of the specified Google account.
2026-07-01 01:56:47 | WARNING  | YouTubeLiveNotifier                      | Error in check cycle: HTTPError: 403 Client Error: Forbidden for url: https://www.googleapis.com/youtube/v3/search?part=id%2Csnippet&channelId=UCrMGi1oYELKLGp5GgQajmWA&eventType=live&type=video&maxResults=1&key=AIzaSyA5QuFb5a8lg7H2o9JioqDG6fXTcial2TQ. Retrying in 5s …
2026-07-01 01:57:02 | ERROR    | YouTubeLiveNotifier.YouTube              | YouTube API error 403: The authenticated user cannot act on behalf of the specified Google account.
2026-07-01 01:57:02 | WARNING  | YouTubeLiveNotifier                      | Error in check cycle: HTTPError: 403 Client Error: Forbidden for url: https://www.googleapis.com/youtube/v3/search?part=id%2Csnippet&channelId=UCrMGi1oYELKLGp5GgQajmWA&eventType=live&type=video&maxResults=1&key=AIzaSyA5QuFb5a8lg7H2o9JioqDG6fXTcial2TQ. Retrying in 5s …
2026-07-01 01:57:18 | INFO     | YouTubeLiveNotifier.YouTube              | Live stream detected: 'TEST' (video_id=HnlY9CSMp3M)
2026-07-01 01:57:18 | INFO     | YouTubeLiveNotifier                      | [TRANSITION] Offline → Live (video_id=HnlY9CSMp3M, title='TEST')
2026-07-01 01:57:19 | INFO     | YouTubeLiveNotifier.Telegram             | Message sent → message_id=5
2026-07-01 01:57:19 | INFO     | YouTubeLiveNotifier.StateManager         | State → LIVE | video_id=HnlY9CSMp3M | message_id=5
2026-07-01 01:57:19 | INFO     | YouTubeLiveNotifier                      | Live notification sent. URL=https://www.youtube.com/watch?v=HnlY9CSMp3M | TG message_id=5
2026-07-01 01:58:41 | INFO     | YouTubeLiveNotifier.YouTube              | videos.list → video HnlY9CSMp3M is no longer live (liveBroadcastContent='none').
2026-07-01 01:58:41 | INFO     | YouTubeLiveNotifier                      | [TRANSITION] Live → Offline
2026-07-01 01:58:42 | INFO     | YouTubeLiveNotifier.Telegram             | Message deleted → message_id=5
2026-07-01 01:58:42 | INFO     | YouTubeLiveNotifier                      | Live-start message deleted (TG message_id=5).
2026-07-01 01:58:42 | INFO     | YouTubeLiveNotifier.Telegram             | Message sent → message_id=6
2026-07-01 01:58:42 | INFO     | YouTubeLiveNotifier                      | Live-end notification sent (TG message_id=6).
2026-07-01 01:58:42 | INFO     | YouTubeLiveNotifier.StateManager         | State → OFFLINE
2026-07-01 01:58:52 | ERROR    | YouTubeLiveNotifier.YouTube              | YouTube API error 403: The authenticated user cannot act on behalf of the specified Google account.
2026-07-01 01:58:52 | WARNING  | YouTubeLiveNotifier                      | Error in check cycle: HTTPError: 403 Client Error: Forbidden for url: https://www.googleapis.com/youtube/v3/search?part=id%2Csnippet&channelId=UCrMGi1oYELKLGp5GgQajmWA&eventType=live&type=video&maxResults=1&key=AIzaSyA5QuFb5a8lg7H2o9JioqDG6fXTcial2TQ. Retrying in 5s …
2026-07-01 01:59:03 | ERROR    | YouTubeLiveNotifier.YouTube              | YouTube API error 403: The authenticated user cannot act on behalf of the specified Google account.
2026-07-01 01:59:03 | WARNING  | YouTubeLiveNotifier                      | Error in check cycle: HTTPError: 403 Client Error: Forbidden for url: https://www.googleapis.com/youtube/v3/search?part=id%2Csnippet&channelId=UCrMGi1oYELKLGp5GgQajmWA&eventType=live&type=video&maxResults=1&key=AIzaSyA5QuFb5a8lg7H2o9JioqDG6fXTcial2TQ. Retrying in 5s …
2026-07-01 01:59:19 | ERROR    | YouTubeLiveNotifier.YouTube              | YouTube API error 403: The authenticated user cannot act on behalf of the specified Google account.
2026-07-01 01:59:19 | WARNING  | YouTubeLiveNotifier                      | Error in check cycle: HTTPError: 403 Client Error: Forbidden for url: https://www.googleapis.com/youtube/v3/search?part=id%2Csnippet&channelId=UCrMGi1oYELKLGp5GgQajmWA&eventType=live&type=video&maxResults=1&key=AIzaSyA5QuFb5a8lg7H2o9JioqDG6fXTcial2TQ. Retrying in 5s …
2026-07-01 02:07:09 | INFO     | YouTubeLiveNotifier.StateManager         | State loaded from 'state.json': is_live=False, video_id=None, message_id=None, end_message_id=None
2026-07-01 02:07:09 | INFO     | YouTubeLiveNotifier                      | =================================================================
2026-07-01 02:07:09 | INFO     | YouTubeLiveNotifier                      |   YouTube Live Notifier — Started
2026-07-01 02:07:09 | INFO     | YouTubeLiveNotifier                      |   Channel ID      : UCrMGi1oYELKLGp5GgQajmWA
2026-07-01 02:07:09 | INFO     | YouTubeLiveNotifier                      |   Channel name    : 42Level
2026-07-01 02:07:09 | INFO     | YouTubeLiveNotifier                      |   Check interval  : 5s
2026-07-01 02:07:09 | INFO     | YouTubeLiveNotifier                      |   Retry delay     : 5s
2026-07-01 02:07:09 | INFO     | YouTubeLiveNotifier                      |   Restored state  : is_live=False, video_id=None, message_id=None, end_message_id=None
2026-07-01 02:07:09 | INFO     | YouTubeLiveNotifier                      | =================================================================
2026-07-01 02:07:41 | INFO     | YouTubeLiveNotifier.YouTube              | Live stream detected: 'TEST' (video_id=31a8Eqb-kqg)
2026-07-01 02:07:41 | INFO     | YouTubeLiveNotifier                      | [TRANSITION] Offline → Live (video_id=31a8Eqb-kqg, title='TEST')
2026-07-01 02:07:42 | INFO     | YouTubeLiveNotifier.Telegram             | Message sent → message_id=7
2026-07-01 02:07:42 | INFO     | YouTubeLiveNotifier.StateManager         | State → LIVE | video_id=31a8Eqb-kqg | message_id=7
2026-07-01 02:07:42 | INFO     | YouTubeLiveNotifier                      | Live notification sent. URL=https://www.youtube.com/watch?v=31a8Eqb-kqg | TG message_id=7
2026-07-01 02:09:36 | INFO     | YouTubeLiveNotifier.YouTube              | videos.list → video 31a8Eqb-kqg is no longer live (liveBroadcastContent='none').
2026-07-01 02:09:36 | INFO     | YouTubeLiveNotifier                      | [TRANSITION] Live → Offline
2026-07-01 02:09:36 | INFO     | YouTubeLiveNotifier.Telegram             | Message deleted → message_id=7
2026-07-01 02:09:36 | INFO     | YouTubeLiveNotifier                      | Live-start message deleted (TG message_id=7).
2026-07-01 02:09:36 | INFO     | YouTubeLiveNotifier.Telegram             | Message sent → message_id=8
2026-07-01 02:09:36 | INFO     | YouTubeLiveNotifier                      | Live-end notification sent (TG message_id=8).
2026-07-01 02:09:36 | INFO     | YouTubeLiveNotifier.StateManager         | State → OFFLINE | end_message_id=8
2026-07-01 02:09:47 | ERROR    | YouTubeLiveNotifier.YouTube              | YouTube API error 429: Quota exceeded for quota metric 'Search Queries' and limit 'Search Queries per day' of service 'youtube.googleapis.com' for consumer 'project_number:30789778189'.
2026-07-01 02:09:47 | WARNING  | YouTubeLiveNotifier                      | Error in check cycle: HTTPError: 429 Client Error: Too Many Requests for url: https://www.googleapis.com/youtube/v3/search?part=id%2Csnippet&channelId=UCrMGi1oYELKLGp5GgQajmWA&eventType=live&type=video&maxResults=1&key=AIzaSyA5QuFb5a8lg7H2o9JioqDG6fXTcial2TQ. Retrying in 5s …
2026-07-01 02:10:02 | ERROR    | YouTubeLiveNotifier.YouTube              | YouTube API error 429: Quota exceeded for quota metric 'Search Queries' and limit 'Search Queries per day' of service 'youtube.googleapis.com' for consumer 'project_number:30789778189'.
2026-07-01 02:10:02 | WARNING  | YouTubeLiveNotifier                      | Error in check cycle: HTTPError: 429 Client Error: Too Many Requests for url: https://www.googleapis.com/youtube/v3/search?part=id%2Csnippet&channelId=UCrMGi1oYELKLGp5GgQajmWA&eventType=live&type=video&maxResults=1&key=AIzaSyA5QuFb5a8lg7H2o9JioqDG6fXTcial2TQ. Retrying in 5s …
2026-07-01 02:10:08 | ERROR    | YouTubeLiveNotifier.YouTube              | YouTube API error 429: Quota exceeded for quota metric 'Search Queries' and limit 'Search Queries per day' of service 'youtube.googleapis.com' for consumer 'project_number:30789778189'.
2026-07-01 02:10:08 | WARNING  | YouTubeLiveNotifier                      | Error in check cycle: HTTPError: 429 Client Error: Too Many Requests for url: https://www.googleapis.com/youtube/v3/search?part=id%2Csnippet&channelId=UCrMGi1oYELKLGp5GgQajmWA&eventType=live&type=video&maxResults=1&key=AIzaSyA5QuFb5a8lg7H2o9JioqDG6fXTcial2TQ. Retrying in 5s …
2026-07-01 02:10:18 | ERROR    | YouTubeLiveNotifier.YouTube              | YouTube API error 429: Quota exceeded for quota metric 'Search Queries' and limit 'Search Queries per day' of service 'youtube.googleapis.com' for consumer 'project_number:30789778189'.
2026-07-01 02:10:18 | WARNING  | YouTubeLiveNotifier                      | Error in check cycle: HTTPError: 429 Client Error: Too Many Requests for url: https://www.googleapis.com/youtube/v3/search?part=id%2Csnippet&channelId=UCrMGi1oYELKLGp5GgQajmWA&eventType=live&type=video&maxResults=1&key=AIzaSyA5QuFb5a8lg7H2o9JioqDG6fXTcial2TQ. Retrying in 5s …
2026-07-01 02:10:23 | INFO     | YouTubeLiveNotifier.YouTube              | Live stream detected: 'TEST' (video_id=Ih5PRBKRT4c)
2026-07-01 02:10:23 | INFO     | YouTubeLiveNotifier                      | [TRANSITION] Offline → Live (video_id=Ih5PRBKRT4c, title='TEST')
2026-07-01 02:10:24 | INFO     | YouTubeLiveNotifier.Telegram             | Message deleted → message_id=8
2026-07-01 02:10:24 | INFO     | YouTubeLiveNotifier                      | Previous end-message deleted (TG message_id=8).
2026-07-01 02:10:24 | INFO     | YouTubeLiveNotifier.Telegram             | Message sent → message_id=9
2026-07-01 02:10:24 | INFO     | YouTubeLiveNotifier.StateManager         | State → LIVE | video_id=Ih5PRBKRT4c | message_id=9
2026-07-01 02:10:24 | INFO     | YouTubeLiveNotifier                      | Live notification sent. URL=https://www.youtube.com/watch?v=Ih5PRBKRT4c | TG message_id=9
2026-07-01 02:18:06 | INFO     | YouTubeLiveNotifier                      | Bot stopped by user (Ctrl+C). Goodbye!
2026-07-01 02:19:05 | INFO     | YouTubeLiveNotifier.StateManager         | State loaded from 'state.json': is_live=True, video_id=Ih5PRBKRT4c, message_id=9, end_message_id=None
2026-07-01 02:19:05 | INFO     | YouTubeLiveNotifier                      | =================================================================
2026-07-01 02:19:05 | INFO     | YouTubeLiveNotifier                      |   YouTube Live Notifier — Started
2026-07-01 02:19:05 | INFO     | YouTubeLiveNotifier                      |   Channel ID      : UCrMGi1oYELKLGp5GgQajmWA
2026-07-01 02:19:05 | INFO     | YouTubeLiveNotifier                      |   Channel name    : 42Level
2026-07-01 02:19:05 | INFO     | YouTubeLiveNotifier                      |   Check interval  : 5s
2026-07-01 02:19:05 | INFO     | YouTubeLiveNotifier                      |   Retry delay     : 5s
2026-07-01 02:19:05 | INFO     | YouTubeLiveNotifier                      |   Restored state  : is_live=True, video_id=Ih5PRBKRT4c, message_id=9, end_message_id=None
2026-07-01 02:19:05 | INFO     | YouTubeLiveNotifier                      | =================================================================
2026-07-01 02:21:52 | INFO     | YouTubeLiveNotifier.YouTube              | videos.list → video Ih5PRBKRT4c is no longer live (liveBroadcastContent='none').
2026-07-01 02:21:52 | INFO     | YouTubeLiveNotifier                      | [TRANSITION] Live → Offline
2026-07-01 02:21:53 | INFO     | YouTubeLiveNotifier.Telegram             | Message deleted → message_id=9
2026-07-01 02:21:53 | INFO     | YouTubeLiveNotifier                      | Live-start message deleted (TG message_id=9).
2026-07-01 02:21:53 | INFO     | YouTubeLiveNotifier.Telegram             | Message sent → message_id=10
2026-07-01 02:21:53 | INFO     | YouTubeLiveNotifier                      | Live-end notification sent (TG message_id=10).
2026-07-01 02:21:53 | INFO     | YouTubeLiveNotifier.StateManager         | State → OFFLINE | end_message_id=10
2026-07-01 02:21:58 | ERROR    | YouTubeLiveNotifier.YouTube              | YouTube API error 403: The authenticated user cannot act on behalf of the specified Google account.
2026-07-01 02:21:58 | WARNING  | YouTubeLiveNotifier                      | Error in check cycle: HTTPError: 403 Client Error: Forbidden for url: https://www.googleapis.com/youtube/v3/search?part=id%2Csnippet&channelId=UCrMGi1oYELKLGp5GgQajmWA&eventType=live&type=video&maxResults=1&key=AIzaSyA5QuFb5a8lg7H2o9JioqDG6fXTcial2TQ. Retrying in 5s …
2026-07-01 02:22:03 | ERROR    | YouTubeLiveNotifier.YouTube              | YouTube API error 403: The authenticated user cannot act on behalf of the specified Google account.
2026-07-01 02:22:03 | WARNING  | YouTubeLiveNotifier                      | Error in check cycle: HTTPError: 403 Client Error: Forbidden for url: https://www.googleapis.com/youtube/v3/search?part=id%2Csnippet&channelId=UCrMGi1oYELKLGp5GgQajmWA&eventType=live&type=video&maxResults=1&key=AIzaSyA5QuFb5a8lg7H2o9JioqDG6fXTcial2TQ. Retrying in 5s …
2026-07-01 02:22:08 | ERROR    | YouTubeLiveNotifier.YouTube              | YouTube API error 429: Quota exceeded for quota metric 'Search Queries' and limit 'Search Queries per day' of service 'youtube.googleapis.com' for consumer 'project_number:30789778189'.
2026-07-01 02:22:08 | WARNING  | YouTubeLiveNotifier                      | Error in check cycle: HTTPError: 429 Client Error: Too Many Requests for url: https://www.googleapis.com/youtube/v3/search?part=id%2Csnippet&channelId=UCrMGi1oYELKLGp5GgQajmWA&eventType=live&type=video&maxResults=1&key=AIzaSyA5QuFb5a8lg7H2o9JioqDG6fXTcial2TQ. Retrying in 5s …
2026-07-01 02:22:13 | ERROR    | YouTubeLiveNotifier.YouTube              | YouTube API error 429: Quota exceeded for quota metric 'Search Queries' and limit 'Search Queries per day' of service 'youtube.googleapis.com' for consumer 'project_number:30789778189'.
2026-07-01 02:22:13 | WARNING  | YouTubeLiveNotifier                      | Error in check cycle: HTTPError: 429 Client Error: Too Many Requests for url: https://www.googleapis.com/youtube/v3/search?part=id%2Csnippet&channelId=UCrMGi1oYELKLGp5GgQajmWA&eventType=live&type=video&maxResults=1&key=AIzaSyA5QuFb5a8lg7H2o9JioqDG6fXTcial2TQ. Retrying in 5s …
2026-07-01 02:22:19 | ERROR    | YouTubeLiveNotifier.YouTube              | YouTube API error 429: Quota exceeded for quota metric 'Search Queries' and limit 'Search Queries per day' of service 'youtube.googleapis.com' for consumer 'project_number:30789778189'.
